CustomerID,Customer_Score,Customer_Type,Segment,Risk_Status,Priority_Flag,Actual_Revenue,Predicted_Revenue,Prediction_Error,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,HVC_Score,RFM_Segment
14145.0,40.17479973220035,High-Value,Loyal_Customers,Low Risk,HIGH,3742.2,2409.6140155454204,-1332.5859844545794,47,4,3742.2,3,4,5,4.1,34
14146.0,48.00947005234969,High-Value,Champions,Low Risk,HIGH,4191.0,3304.3469367124007,-886.6530632875993,9,5,4191.0,5,4,5,4.7,54
14147.0,16.633623276122655,Regular,At_Risk,Low Risk,NORMAL,483.4,-373.9457921513118,-857.3457921513118,78,2,483.4,2,3,2,2.3,23
14148.0,0.6188156117731323,Regular,Hibernating,High Risk,MEDIUM,157.2,254.83516882166919,97.6351688216692,234,1,157.2,1,1,1,1.0,11
14149.0,5.891621130740929,Regular,Hibernating,High Risk,MEDIUM,446.62000000000006,984.1740560812752,537.5540560812751,221,1,446.62000000000006,1,1,2,1.4,11
14150.0,25.69397430664704,Regular,Need_Attention,Low Risk,NORMAL,658.64,455.77010259656595,-202.86989740343404,36,2,658.64,3,3,3,3.0,33
14152.0,21.917150220895287,Regular,At_Risk,Low Risk,NORMAL,621.29,384.0565649527341,-237.23343504726586,75,2,621.29,2,3,3,2.7,23
14154.0,23.56108733021796,Regular,At_Risk,Medium Risk,NORMAL,1345.62,1437.2377984217808,91.61779842178089,239,2,1345.62,1,3,4,2.8,13
14155.0,0.6531241743485844,Regular,Hibernating,High Risk,MEDIUM,118.75,346.5582723238772,227.8082723238772,266,1,118.75,1,1,1,1.0,11
14156.0,63.336636687542345,High-Value,Champions,Low Risk,HIGH,117379.63,34255.61897577678,-83124.01102422323,10,55,117379.63,5,5,5,5.0,55
14157.0,24.208714299235822,Regular,Potential_Loyalists,Low Risk,NORMAL,432.88,-173.19177717476816,-606.0717771747682,20,2,432.88,4,3,2,2.8999999999999995,43
14158.0,18.621581988968785,Regular,About_to_Sleep,Medium Risk,NORMAL,507.66,1598.9687900285842,1091.308790028584,40,1,507.66,3,1,3,2.4000000000000004,31
14159.0,49.0507168681903,High-Value,Loyal_Customers,Low Risk,HIGH,4693.01,6088.094849515577,1395.084849515577,20,11,4693.01,4,5,5,4.7,45
14161.0,23.77456449629336,Regular,At_Risk,Medium Risk,NORMAL,1110.52,2007.9637842811255,897.4437842811255,216,3,1110.52,1,3,4,2.8,13
14162.0,16.73654896384901,Regular,At_Risk,Medium Risk,NORMAL,289.36,-98.77648164468746,-388.1364816446875,174,2,289.36,2,3,2,2.3,23
14163.0,36.39904778902908,High-Value,At_Risk,Low Risk,HIGH,2445.9100000000003,2340.766824886032,-105.14317511396848,87,4,2445.9100000000003,2,4,5,3.8,24
14164.0,31.018242669478017,Regular,Need_Attention,Low Risk,NORMAL,1631.7700000000004,1322.6936451094841,-309.0763548905163,71,2,1631.7700000000004,3,3,4,3.4,33
14165.0,0.6638456001534133,Regular,Hibernating,High Risk,MEDIUM,122.54,375.2217421683174,252.68174216831738,276,1,122.54,1,1,1,1.0,11
14167.0,29.592735846528342,Regular,Loyal_Customers,Low Risk,NORMAL,574.84,853.4804435551118,278.6404435551118,39,4,574.84,3,4,3,3.3,34
14171.0,9.578385239732125,Regular,Hibernating,High Risk,MEDIUM,363.79,815.1144470318109,451.32444703181085,98,1,363.79,2,1,2,1.7,21
14173.0,31.913247774541926,Regular,Champions,Low Risk,NORMAL,450.8400000000001,373.62347000759746,-77.21652999240263,11,4,450.8400000000001,5,4,2,3.5,54
14174.0,11.859227892267837,Regular,Promising,Medium Risk,NORMAL,134.46,229.2026350598685,94.74263505986849,33,1,134.46,4,1,1,1.9,41
14175.0,36.531328919033285,High-Value,Need_Attention,Low Risk,HIGH,3222.3,2694.4171928395353,-527.8828071604648,60,3,3222.3,3,3,5,3.8,33
14176.0,22.232073339511754,Regular,At_Risk,Medium Risk,NORMAL,576.9,1225.9958254673686,649.0958254673686,297,4,576.9,1,4,3,2.7,14
14177.0,25.82448890142045,Regular,At_Risk,Low Risk,NORMAL,559.4100000000001,804.6976817868317,245.28768178683163,86,4,559.4100000000001,2,4,3,3.0,24
14178.0,46.61827179197547,Regular,Champions,Low Risk,NORMAL,1620.9300000000003,2926.8568386602365,1305.9268386602362,9,7,1620.9300000000003,5,5,4,4.6,55
14179.0,25.699335019549455,Regular,Need_Attention,Low Risk,NORMAL,719.78,470.1018375187857,-249.67816248121426,41,2,719.78,3,3,3,3.0,33
14180.0,56.19361546732763,High-Value,Champions,Low Risk,HIGH,4748.52,15158.926327714522,10410.406327714521,11,25,4748.52,5,5,5,5.0,55
14184.0,13.363786466127744,Regular,About_to_Sleep,Medium Risk,NORMAL,452.89,909.7587605511947,456.86876055119467,67,1,452.89,3,1,2,2.0,31
14185.0,0.7228134420799719,Regular,Hibernating,High Risk,MEDIUM,197.65,532.8708263127376,335.2208263127376,331,1,197.65,1,1,1,1.0,11
14188.0,42.585084836929006,Regular,Loyal_Customers,Low Risk,NORMAL,2054.36,2169.7634357792995,115.40343577929934,31,6,2054.36,4,5,4,4.300000000000001,45
14189.0,53.80260172983822,High-Value,Champions,Low Risk,HIGH,4654.08,8766.609539838959,4112.529539838959,2,15,4654.08,5,5,5,5.0,55
14191.0,53.326328838985205,High-Value,Champions,Low Risk,HIGH,4684.76,7493.3056068358455,2808.5456068358453,2,13,4684.76,5,5,5,5.0,55
14193.0,25.728282869222493,Regular,Need_Attention,Low Risk,NORMAL,853.3900000000001,547.493206098774,-305.89679390122615,68,2,853.3900000000001,3,3,3,3.0,33
14194.0,55.23463683013871,High-Value,Champions,Low Risk,HIGH,11349.52,12595.12037980163,1245.60037980163,5,21,11349.52,5,5,5,5.0,55
14195.0,23.521418054740092,Regular,At_Risk,Medium Risk,NORMAL,1011.9999999999998,1331.1829599973528,319.182959997353,202,2,1011.9999999999998,1,3,4,2.8,13
14196.0,9.58803452295647,Regular,Hibernating,High Risk,MEDIUM,335.52,840.911569891807,505.39156989180697,107,1,335.52,2,1,2,1.7,21
14198.0,33.388858498728794,Regular,Loyal_Customers,Low Risk,NORMAL,701.4,976.7882269189356,275.38822691893563,18,4,701.4,4,4,3,3.6,44
14199.0,0.601661330485406,Regular,Hibernating,High Risk,MEDIUM,185.4,208.97361707056507,23.573617070565064,218,1,185.4,1,1,1,1.0,11
14201.0,33.74893239828485,Regular,Loyal_Customers,Low Risk,NORMAL,747.4400000000002,1939.436996735206,1191.9969967352058,60,7,747.4400000000002,3,5,3,3.6,35
14204.0,15.64462911866346,Regular,New_Customers,Medium Risk,NORMAL,161.02999999999994,323.8469485792523,162.81694857925234,2,1,161.02999999999994,5,1,1,2.2,51
14205.0,24.205497871494373,Regular,Potential_Loyalists,Low Risk,NORMAL,466.7000000000001,-181.79081812810023,-648.4908181281003,17,2,466.7000000000001,4,3,2,2.8999999999999995,43
14206.0,5.910919697189621,Regular,Hibernating,High Risk,MEDIUM,328.16,1035.7683018012674,707.6083018012673,239,1,328.16,1,1,2,1.4,11
14208.0,4.288425439476598,Regular,Hibernating,High Risk,MEDIUM,151.73999999999998,39.9140080211007,-111.82599197889928,95,1,151.73999999999998,2,1,1,1.2999999999999998,21
14209.0,51.66902300422401,High-Value,Champions,Low Risk,HIGH,2073.4300000000003,3062.538964184946,989.1089641849458,11,6,2073.4300000000003,5,5,5,5.0,55
14210.0,35.02822023768404,Regular,Cant_Loose,Medium Risk,NORMAL,1905.84,2017.7373195383036,111.89731953830369,106,6,1905.84,2,5,4,3.7,25
14211.0,44.79118703610264,High-Value,Loyal_Customers,Low Risk,HIGH,2241.1000000000004,4725.879296961968,2484.7792969619677,53,9,2241.1000000000004,3,5,5,4.4,35
14212.0,20.14329484411641,Regular,Hibernating,Medium Risk,NORMAL,1070.48,2325.386467271015,1254.9064672710151,90,1,1070.48,2,1,4,2.5,21
14214.0,38.927676170215655,Regular,Loyal_Customers,Low Risk,NORMAL,1004.38,2417.3041022756424,1412.9241022756423,31,5,1004.38,4,4,4,4.0,44
14215.0,46.38335177429041,Regular,Champions,Low Risk,NORMAL,1789.72,2298.8039131120113,509.08391311201126,12,6,1789.72,5,5,4,4.6,55
14216.0,42.47815737892622,Regular,Champions,Low Risk,NORMAL,1839.3,1883.895490246802,44.595490246802,3,4,1839.3,5,4,4,4.300000000000001,54
14217.0,48.99213124817715,Regular,Champions,Low Risk,NORMAL,2004.98,9273.312074784695,7268.332074784696,2,17,2004.98,5,5,4,4.6,55
14218.0,8.05131167168208,Regular,About_to_Sleep,Medium Risk,NORMAL,169.48000000000002,74.3650348671606,-95.11496513283942,43,1,169.48000000000002,3,1,1,1.6,31
14219.0,15.646773403824426,Regular,New_Customers,Medium Risk,NORMAL,89.94,329.5796425481403,239.63964254814033,4,1,89.94,5,1,1,2.2,51
14220.0,18.282921098347757,Regular,At_Risk,Medium Risk,NORMAL,632.3999999999999,693.5671762399545,61.16717623995464,247,2,632.3999999999999,1,3,3,2.4000000000000004,13
14221.0,44.77939346771733,High-Value,Loyal_Customers,Low Risk,HIGH,3432.8,4694.3494801330835,1261.5494801330833,42,9,3432.8,3,5,5,4.4,35
14222.0,14.949827876104349,Regular,Hibernating,High Risk,MEDIUM,683.1700000000001,1808.1572568602649,1124.9872568602648,177,1,683.1700000000001,2,1,3,2.1,21
14223.0,27.460256462704077,Regular,At_Risk,Medium Risk,NORMAL,991.13,1836.0378282472172,844.9078282472173,92,3,991.13,2,3,4,3.1,23
14224.0,31.136963695866115,Regular,At_Risk,Medium Risk,NORMAL,1050.12,1640.091407470866,589.9714074708661,110,4,1050.12,2,4,4,3.4,24
14226.0,44.21227525756877,High-Value,Loyal_Customers,Low Risk,HIGH,2232.19,3178.172806364133,945.982806364133,29,5,2232.19,4,4,5,4.4,44
14227.0,48.819013278246686,High-Value,Loyal_Customers,Low Risk,HIGH,3350.96,5468.640964920685,2117.6809649206853,26,10,3350.96,4,5,5,4.7,45
14229.0,31.23600840587535,Regular,Need_Attention,Low Risk,NORMAL,1547.2,1904.885018906605,357.6850189066049,52,3,1547.2,3,3,4,3.4,33
14231.0,18.45351256120384,Regular,At_Risk,Medium Risk,NORMAL,925.71,1149.6392827215388,223.9292827215388,184,3,925.71,1,3,3,2.4000000000000004,13
14232.0,35.12190423479086,Regular,Loyal_Customers,Low Risk,NORMAL,2048.07,2268.1991960518226,220.12919605182242,43,5,2048.07,3,4,4,3.7,34
14233.0,34.89020064484725,Regular,Loyal_Customers,Low Risk,NORMAL,1462.7200000000005,1648.7453114569296,186.0253114569291,49,4,1462.7200000000005,3,4,4,3.7,34
14234.0,33.39314706905073,Regular,Loyal_Customers,Low Risk,NORMAL,775.4600000000003,988.2536148567112,212.79361485671097,22,4,775.4600000000003,4,4,3,3.6,44
14235.0,36.6243185234898,High-Value,At_Risk,Low Risk,HIGH,3144.86,2943.0226275742607,-201.83737242573943,75,5,3144.86,2,4,5,3.8,24
14236.0,21.923583076378186,Regular,At_Risk,Low Risk,NORMAL,490.86,401.25464685939824,-89.60535314060178,81,2,490.86,2,3,3,2.7,23
14237.0,0.767843430460253,Regular,Hibernating,High Risk,MEDIUM,161.00000000000003,653.2573996593858,492.2573996593858,373,1,161.00000000000003,1,1,1,1.0,11
14238.0,0.7174527291775574,Regular,Hibernating,High Risk,MEDIUM,146.85,518.5390913905173,371.6890913905173,326,1,146.85,1,1,1,1.0,11
14239.0,45.25673850115082,High-Value,Loyal_Customers,Low Risk,HIGH,2380.8500000000004,5970.519760120642,3589.6697601206415,43,11,2380.8500000000004,3,5,5,4.4,35
14240.0,29.50617909755473,Regular,Potential_Loyalists,Low Risk,NORMAL,890.3400000000001,622.0730907270502,-268.26690927295,30,2,890.3400000000001,4,3,3,3.3,43
14241.0,0.565208482748988,Regular,Hibernating,High Risk,MEDIUM,213.70000000000005,111.51781959946902,-102.18218040053102,184,1,213.70000000000005,1,1,1,1.0,11
14242.0,12.983312014867881,Regular,At_Risk,Medium Risk,NORMAL,280.55,-107.4303856307514,-387.9803856307514,235,2,280.55,1,3,2,2.0,13
14243.0,52.61942450076907,High-Value,Champions,Low Risk,HIGH,2588.7699999999995,5603.4141362222845,3014.644136222285,9,10,2588.7699999999995,5,5,5,5.0,55
14245.0,23.540716621188785,Regular,At_Risk,Medium Risk,NORMAL,1693.4499999999998,1382.777205717345,-310.6727942826549,220,2,1693.4499999999998,1,3,4,2.8,13
14246.0,27.48062717173325,Regular,At_Risk,Medium Risk,NORMAL,1474.0600000000002,1890.4984209516535,416.43842095165337,111,3,1474.0600000000002,2,3,4,3.1,23
14247.0,0.665989885314379,Regular,Hibernating,High Risk,MEDIUM,136.76999999999998,380.9544361372052,244.18443613720524,278,1,136.76999999999998,1,1,1,1.0,11
14248.0,5.995618961047769,Regular,Hibernating,High Risk,MEDIUM,302.58,1262.2097135723436,959.6297135723437,318,1,302.58,1,1,2,1.4,11
14250.0,38.825037282534794,Regular,Potential_Loyalists,Low Risk,NORMAL,1904.05,2142.901544680921,238.85154468092082,7,3,1904.05,5,3,4,4.0,53
14251.0,48.001965054286316,High-Value,Champions,Low Risk,HIGH,2879.7,3284.2825078212927,404.5825078212929,2,5,2879.7,5,4,5,4.7,54
14256.0,23.5836023244081,Regular,At_Risk,Medium Risk,NORMAL,969.06,1497.431085095105,528.371085095105,260,2,969.06,1,3,4,2.8,13
14257.0,40.43116260149507,High-Value,Loyal_Customers,Low Risk,HIGH,3099.7200000000003,3094.9938807825256,-4.726119217474661,64,5,3099.7200000000003,3,4,5,4.1,34
14258.0,52.381288055342566,High-Value,Champions,Low Risk,HIGH,12669.98,4966.762169720728,-7703.217830279272,9,9,12669.98,5,5,5,5.0,55
14259.0,4.338816140759294,Regular,Hibernating,High Risk,MEDIUM,120.0,174.63231628996868,54.632316289968685,142,1,120.0,2,1,1,1.2999999999999998,21
14261.0,30.99679981786836,Regular,Need_Attention,Low Risk,NORMAL,1163.45,1265.3667054206041,101.9167054206041,51,2,1163.45,3,3,4,3.4,33
14262.0,52.14207946733557,High-Value,Champions,Low Risk,HIGH,2618.23,4327.243856234727,1709.013856234727,8,8,2618.23,5,5,5,5.0,55
14264.0,16.716178254819837,Regular,At_Risk,Medium Risk,NORMAL,333.97,-153.23707434912353,-487.20707434912356,155,2,333.97,2,3,2,2.3,23
14265.0,21.953603068631708,Regular,At_Risk,Medium Risk,NORMAL,530.18,481.51236242383015,-48.667637576169795,109,2,530.18,2,3,3,2.7,23
14267.0,27.53637858591836,Regular,At_Risk,Medium Risk,NORMAL,1516.24,2039.5484641427418,523.3084641427417,163,3,1516.24,2,3,4,3.1,23
14270.0,11.29737232968861,Regular,Hibernating,High Risk,MEDIUM,492.65,2068.9399694119384,1576.2899694119383,332,1,492.65,1,1,3,1.8000000000000005,11
14271.0,0.6102384711292691,Regular,Hibernating,High Risk,MEDIUM,112.32,231.904392946117,119.58439294611702,226,1,112.32,1,1,1,1.0,11
14272.0,16.629334705800723,Regular,At_Risk,Low Risk,NORMAL,437.96,-385.4111800890878,-823.3711800890878,74,2,437.96,2,3,2,2.3,23
14273.0,29.605601557494136,Regular,Loyal_Customers,Low Risk,NORMAL,559.97,887.8766073684399,327.90660736843984,51,4,559.97,3,4,3,3.3,34
14276.0,27.467761460767456,Regular,At_Risk,Medium Risk,NORMAL,1119.7400000000002,1856.1022571383253,736.362257138325,99,3,1119.7400000000002,2,3,4,3.1,23
14277.0,40.30172014930214,High-Value,Potential_Loyalists,Low Risk,HIGH,4216.2,2748.9326485767033,-1467.2673514232965,15,3,4216.2,4,3,5,4.1,43
14280.0,0.5791463362952656,Regular,Hibernating,High Risk,MEDIUM,134.04,148.7803303972412,14.740330397241195,197,1,134.04,1,1,1,1.0,11
14282.0,53.803673872418706,High-Value,Champions,Low Risk,HIGH,3729.34,8769.475886823404,5040.135886823404,3,15,3729.34,5,5,5,5.0,55
14284.0,29.50725124013521,Regular,Potential_Loyalists,Low Risk,NORMAL,595.25,624.9394377114941,29.689437711494065,31,2,595.25,4,3,3,3.3,43
14285.0,38.67881829898432,Regular,Loyal_Customers,Low Risk,NORMAL,1910.01,1751.988665929646,-158.021334070354,21,4,1910.01,4,4,4,4.0,44
14286.0,40.31136943252648,High-Value,Potential_Loyalists,Low Risk,HIGH,4628.75,2774.7297714366996,-1854.0202285633004,24,3,4628.75,4,3,5,4.1,43
14287.0,22.96587930757305,Regular,Potential_Loyalists,Low Risk,NORMAL,176.63,-154.03630250676963,-330.6663025067696,8,3,176.63,5,3,1,2.8,53
14288.0,5.883043990097066,Regular,Hibernating,High Risk,MEDIUM,426.6,961.2432802057231,534.643280205723,213,1,426.6,1,1,2,1.4,11
14289.0,41.093391974034894,Regular,Champions,Low Risk,NORMAL,911.26,1523.6034741013011,612.3434741013011,9,6,911.26,5,5,3,4.2,55
14290.0,48.01161433751066,High-Value,Champions,Low Risk,HIGH,2314.65,3310.079630681289,995.4296306812889,11,5,2314.65,5,4,5,4.7,54
14291.0,52.850055948132194,High-Value,Champions,Low Risk,HIGH,3883.25,6220.001673832734,2336.751673832734,2,11,3883.25,5,5,5,5.0,55
14292.0,52.38021591276208,High-Value,Champions,Low Risk,HIGH,4871.929999999999,4963.895822736284,91.96582273628428,8,9,4871.929999999999,5,5,5,5.0,55
14293.0,42.47815737892622,Regular,Champions,Low Risk,NORMAL,1046.56,1883.895490246802,837.335490246802,3,4,1046.56,5,4,4,4.300000000000001,54
14295.0,8.048095243940631,Regular,About_to_Sleep,Medium Risk,NORMAL,166.2,65.76599391382842,-100.43400608617156,40,1,166.2,3,1,1,1.6,31
14297.0,38.67560187124287,Regular,Loyal_Customers,Low Risk,NORMAL,1305.3299999999997,1743.389624976314,438.05962497631435,18,4,1305.3299999999997,4,4,4,4.0,44
14298.0,60.714991502689806,High-Value,Champions,Low Risk,HIGH,51527.3,27246.714650290767,-24280.585349709236,8,44,51527.3,5,5,5,5.0,55
14299.0,52.38021591276208,High-Value,Champions,Low Risk,HIGH,3965.62,4963.895822736284,998.2758227362838,8,9,3965.62,5,5,5,5.0,55
14300.0,11.844217896141076,Regular,Promising,Medium Risk,NORMAL,43.2,189.07377727765243,145.87377727765244,19,1,43.2,4,1,1,1.9,41
14301.0,14.885499321275375,Regular,Hibernating,High Risk,MEDIUM,640.1400000000001,1636.176437793625,996.0364377936248,117,1,640.1400000000001,2,1,3,2.1,21
14304.0,5.893765415901894,Regular,Hibernating,High Risk,MEDIUM,383.4500000000001,989.906750050163,606.456750050163,223,1,383.4500000000001,1,1,2,1.4,11
14305.0,31.256379114904522,Regular,Need_Attention,Low Risk,NORMAL,1858.9600000000005,1959.3456116110408,100.3856116110403,71,3,1858.9600000000005,3,3,4,3.4,33
14306.0,36.28354319038243,High-Value,Need_Attention,Low Risk,HIGH,2093.32,2031.9681034779821,-61.35189652201802,51,2,2093.32,3,3,5,3.8,33
14307.0,40.2967371863299,High-Value,Cant_Loose,Low Risk,HIGH,2995.72,2735.610818860134,-260.109181139866,89,6,2995.72,2,5,5,4.1,25
14309.0,52.38021591276208,High-Value,Champions,Low Risk,HIGH,2352.53,4963.895822736284,2611.3658227362835,8,9,2352.53,5,5,5,5.0,55
14311.0,5.915208267511552,Regular,Hibernating,High Risk,MEDIUM,310.26,1047.233689739043,736.973689739043,243,1,310.26,1,1,2,1.4,11
14312.0,38.78360147182614,Regular,Loyal_Customers,Low Risk,NORMAL,1611.59,2032.123917493256,420.533917493256,47,6,1611.59,3,5,4,4.0,35
14314.0,4.301291150442393,Regular,Hibernating,High Risk,MEDIUM,120.0,74.31017183442873,-45.68982816557127,107,1,120.0,2,1,1,1.2999999999999998,21
14315.0,44.06820055917925,High-Value,Loyal_Customers,Low Risk,HIGH,2481.13,2792.992621581746,311.86262158174577,45,6,2481.13,3,5,5,4.4,35
14317.0,18.648385553480857,Regular,About_to_Sleep,Medium Risk,NORMAL,508.58,1670.6274646396844,1162.0474646396844,65,1,508.58,3,1,3,2.4000000000000004,31
14320.0,12.953292022614361,Regular,At_Risk,Medium Risk,NORMAL,477.79,-187.68810119518344,-665.4781011951834,207,2,477.79,1,3,2,2.0,13
14321.0,42.72487096499659,Regular,Champions,Low Risk,NORMAL,1530.7500000000002,2543.47823262391,1012.7282326239099,11,5,1530.7500000000002,5,4,4,4.300000000000001,54
14323.0,21.960035924114603,Regular,At_Risk,Medium Risk,NORMAL,605.0600000000001,498.7104443304943,-106.34955566950578,115,2,605.0600000000001,2,3,3,2.7,23
14326.0,0.6273927524169952,Regular,Hibernating,High Risk,MEDIUM,183.85,277.76594469722113,93.91594469722114,242,1,183.85,1,1,1,1.0,11
14327.0,9.648074507463512,Regular,Hibernating,High Risk,MEDIUM,311.65000000000003,1001.4270010206708,689.7770010206707,163,1,311.65000000000003,2,1,2,1.7,21
14329.0,48.09495465874282,High-Value,Loyal_Customers,Low Risk,HIGH,5014.839999999999,3532.887942556019,-1481.9520574439803,17,7,5014.839999999999,4,5,5,4.7,45
14331.0,16.682941834824867,Regular,At_Risk,Medium Risk,NORMAL,462.66,-242.09383086688763,-704.7538308668877,124,2,462.66,2,3,2,2.3,23
14332.0,29.736810544917855,Regular,Potential_Loyalists,Low Risk,NORMAL,866.3100000000001,1238.6606283374988,372.35062833749873,23,3,866.3100000000001,4,3,3,3.3,43
14333.0,13.364858608708227,Regular,About_to_Sleep,Medium Risk,NORMAL,415.2,912.6251075356388,497.4251075356388,68,1,415.2,3,1,2,2.0,31
14334.0,48.33309110416933,High-Value,Loyal_Customers,Low Risk,HIGH,2552.2100000000005,4169.539909057576,1617.3299090575752,17,8,2552.2100000000005,4,5,5,4.7,45
14335.0,24.20442572891389,Regular,Potential_Loyalists,Low Risk,NORMAL,468.25999999999993,-184.65716511254425,-652.9171651125441,16,2,468.25999999999993,4,3,2,2.8999999999999995,43
14336.0,38.674529728662385,Regular,Loyal_Customers,Low Risk,NORMAL,1614.91,1740.52327799187,125.61327799186984,17,4,1614.91,4,4,4,4.0,44
14338.0,22.009354482816818,Regular,At_Risk,Medium Risk,NORMAL,588.2199999999999,630.5624056149184,42.34240561491845,161,2,588.2199999999999,2,3,3,2.7,23
14339.0,5.915208267511552,Regular,Hibernating,High Risk,MEDIUM,309.52,1047.233689739043,737.713689739043,243,1,309.52,1,1,2,1.4,11
14340.0,0.6027334730658889,Regular,Hibernating,High Risk,MEDIUM,134.7,211.83996405500898,77.13996405500899,219,1,134.7,1,1,1,1.0,11
14341.0,44.54447345003227,High-Value,Loyal_Customers,Low Risk,HIGH,2182.28,4066.296554584859,1884.016554584859,45,8,2182.28,3,5,5,4.4,35
14342.0,33.392074926470244,Regular,Loyal_Customers,Low Risk,NORMAL,668.5600000000002,985.3872678722676,316.8272678722674,21,4,668.5600000000002,4,4,3,3.6,44
14344.0,30.24026475021312,Regular,Cant_Loose,Medium Risk,NORMAL,889.9300000000002,2584.633141157363,1694.7031411573626,127,8,889.9300000000002,2,5,3,3.3000000000000003,25
14345.0,8.047023101360148,Regular,About_to_Sleep,Medium Risk,NORMAL,108.98,62.89964692938452,-46.08035307061549,39,1,108.98,3,1,1,1.6,31
14346.0,27.253212152111573,Regular,At_Risk,Medium Risk,NORMAL,1021.58,1282.5099242945369,260.9299242945368,121,2,1021.58,2,3,4,3.1,23
14348.0,5.9334346913797615,Regular,Hibernating,High Risk,MEDIUM,409.57,1095.9615884745915,686.3915884745916,260,1,409.57,1,1,2,1.4,11
14349.0,15.653206259307323,Regular,New_Customers,Medium Risk,NORMAL,133.5,346.77772445480446,213.27772445480446,10,1,133.5,5,1,1,2.2,51
14350.0,5.948444687506522,Regular,Hibernating,High Risk,MEDIUM,282.92999999999995,1136.0904462568076,853.1604462568076,274,1,282.92999999999995,1,1,2,1.4,11
14351.0,4.3634754201104,Regular,Hibernating,High Risk,MEDIUM,51.0,240.55829693218084,189.55829693218084,165,1,51.0,2,1,1,1.2999999999999998,21
14352.0,31.187354397148813,Regular,At_Risk,Medium Risk,NORMAL,1078.9600000000005,1774.8097157397344,695.8497157397339,157,4,1078.9600000000005,2,4,4,3.4,24
14353.0,0.5984449027439575,Regular,Hibernating,High Risk,MEDIUM,90.6,200.37457611723312,109.77457611723312,215,1,90.6,1,1,1,1.0,11
14354.0,22.72559857698558,Regular,Potential_Loyalists,Low Risk,NORMAL,163.62,-796.4209629772143,-960.0409629772143,6,2,163.62,5,3,1,2.8,53
14355.0,0.7603384323968728,Regular,Hibernating,High Risk,MEDIUM,174.4,633.1929707682777,458.79297076827777,366,1,174.4,1,1,1,1.0,11
14356.0,21.922510933797703,Regular,At_Risk,Low Risk,NORMAL,701.23,398.3882998749543,-302.8417001250457,80,2,701.23,2,3,3,2.7,23
14357.0,8.05131167168208,Regular,About_to_Sleep,Medium Risk,NORMAL,225.77,74.3650348671606,-151.4049651328394,43,1,225.77,3,1,1,1.6,31
14359.0,29.732521974595922,Regular,Potential_Loyalists,Low Risk,NORMAL,912.18,1227.1952403997227,315.01524039972276,19,3,912.18,4,3,3,3.3,43
14360.0,43.977355239883714,High-Value,Loyal_Customers,Low Risk,HIGH,2128.2300000000005,2550.119880815908,421.8898808159074,32,4,2128.2300000000005,4,4,5,4.4,44
14362.0,11.847434323882526,Regular,Promising,Medium Risk,NORMAL,161.2,197.67281823098438,36.47281823098439,22,1,161.2,4,1,1,1.9,41
14364.0,40.79445292879257,High-Value,Cant_Loose,Medium Risk,HIGH,3717.35,4066.241691552128,348.8916915521281,109,8,3717.35,2,5,5,4.1,25
14367.0,54.04717103074763,High-Value,Champions,Low Risk,HIGH,9261.52,9420.45958824718,158.93958824717993,8,16,9261.52,5,5,5,5.0,55
14368.0,0.7110198736946601,Regular,Hibernating,High Risk,MEDIUM,155.0,501.34100948385344,346.34100948385344,320,1,155.0,1,1,1,1.0,11
14371.0,0.684216309182588,Regular,Hibernating,High Risk,MEDIUM,100.5,429.68233487275324,329.18233487275324,295,1,100.5,1,1,1,1.0,11
14373.0,0.7517612917530097,Regular,Hibernating,High Risk,MEDIUM,76.55,610.2621948927256,533.7121948927256,358,1,76.55,1,1,1,1.0,11
14375.0,5.853023997843545,Regular,Hibernating,High Risk,MEDIUM,257.68,880.9855646412911,623.3055646412911,185,1,257.68,1,1,2,1.4,11
14377.0,18.222881113840714,Regular,At_Risk,Medium Risk,NORMAL,617.05,533.0517451110902,-83.99825488890974,191,2,617.05,1,3,3,2.4000000000000004,13
14379.0,20.41580807477683,Regular,Need_Attention,Low Risk,NORMAL,348.1,-287.9005195852601,-636.0005195852601,44,2,348.1,3,3,2,2.6,33
14381.0,8.060960954906426,Regular,About_to_Sleep,Medium Risk,NORMAL,202.68,100.16215772715645,-102.51784227284355,52,1,202.68,3,1,1,1.6,31
14382.0,22.425209639232612,Regular,Promising,Medium Risk,NORMAL,626.07,1742.3410022835167,1116.2710022835167,26,1,626.07,4,1,3,2.7,41
14383.0,31.22099840974859,Regular,Need_Attention,Low Risk,NORMAL,1247.69,1864.7561611243889,617.0661611243888,38,3,1247.69,3,3,4,3.4,33
14385.0,22.966951450153534,Regular,Potential_Loyalists,Low Risk,NORMAL,202.11,-151.1699555223256,-353.2799555223256,9,3,202.11,5,3,1,2.8,53
14386.0,0.6863605943435538,Regular,Hibernating,High Risk,MEDIUM,142.4,435.4150288416413,293.0150288416413,297,1,142.4,1,1,1,1.0,11
14387.0,35.034275343236764,Regular,Potential_Loyalists,Low Risk,NORMAL,1770.5600000000002,2033.9254962393168,263.3654962393166,33,3,1770.5600000000002,4,3,4,3.7,43
14388.0,52.144223752496536,High-Value,Champions,Low Risk,HIGH,3212.84,4332.976550203615,1120.1365502036151,10,8,3212.84,5,5,5,5.0,55
14389.0,31.01180981399512,Regular,Need_Attention,Low Risk,NORMAL,1043.46,1305.4955632028202,262.0355632028202,65,2,1043.46,3,3,4,3.4,33
